date,order_id,category_level_1,category_level_2,category_level_3,cost_centre,plant,plant_id,region,amount,unit_price,total,ai_result,description,supplier,supplier_country
2024-04-01,ORD-2024-09995-UN,Direct,Fasteners,High-tensile bolt,CC-100-Production,Germany-North,PLANT-DE-N,Europe,32,3106.72,99415.04,"{""description"":""Precision fasteners for automotive manufacturing"",""supplier"":""Böllhoff GmbH"",""supplier_country"":""DE""}",Precision fasteners for automotive manufacturing,Böllhoff GmbH,DE
2025-07-17,ORD-2025-00088-HK,Indirect,Facilities & Utilities,Facility landscaping,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,54,2351.35,126972.9,"{""description"":""Reliable electricity supply for industrial operations."",""supplier"":""Vietnam Electricity (EVN)"",""supplier_country"":""VN""}",Reliable electricity supply for industrial operations.,Vietnam Electricity (EVN),VN
2024-10-03,ORD-2024-00769-YR,Indirect,Training & HR,Leadership training,CC-600-HR,US-East Plant,PLANT-US-E,North America,64,2488.51,159264.64,"{""description"":""Leading provider of corporate training and HR development."",""supplier"":""Skillsoft"",""supplier_country"":""US""}",Leading provider of corporate training and HR development.,Skillsoft,US
2024-02-18,ORD-2024-09283-NP,Indirect,Office Supplies,Desk chair,CC-800-Admin,Brazil Plant,PLANT-BR,South America,59,3690.56,217743.04,"{""description"":""High-quality office stationery and supplies"",""supplier"":""Bureau de Papel"",""supplier_country"":""BR""}",High-quality office stationery and supplies,Bureau de Papel,BR
2025-09-18,ORD-2025-09470-IM,Indirect,Events & Conferences,Event catering,CC-500-Sales,Vietnam Plant,PLANT-VN,Asia,98,3350.46,328345.08,"{""description"":""Comprehensive event planning and conference solutions"",""supplier"":""Vietnam Event Management Co., Ltd."",""supplier_country"":""VN""}",Comprehensive event planning and conference solutions,"Vietnam Event Management Co., Ltd.",VN
2024-11-12,ORD-2024-05562-VA,Direct,Hydraulic Systems,Hydraulic filter,CC-100-Production,US-West Plant,PLANT-US-W,North America,4,1445.27,5781.08,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Parker Hannifin"",""supplier_country"":""US""}",High-performance hydraulic system components for industrial applications.,Parker Hannifin,US
2025-01-06,ORD-2025-08402-LB,Direct,Packaging Materials,Stretch film,CC-700-Logistics,Vietnam Plant,PLANT-VN,Asia,40,3004.72,120188.8,"{""description"":""High-quality recyclable packaging materials for diverse industrial applications."",""supplier"":""Viet Nam Packaging Materials Co., Ltd."",""supplier_country"":""VN""}",High-quality recyclable packaging materials for diverse industrial applications.,"Viet Nam Packaging Materials Co., Ltd.",VN
2025-01-18,ORD-2025-07132-QP,Indirect,Safety & PPE,Hearing protection,CC-200-Maintenance,Germany-North,PLANT-DE-N,Europe,10,2654.94,26549.4,"{""description"":""High-quality protective gear for industrial safety"",""supplier"":""Würth"",""supplier_country"":""DE""}",High-quality protective gear for industrial safety,Würth,DE
2025-11-29,ORD-2025-03723-PZ,Direct,Raw Materials,Copper wire,CC-100-Production,Germany-South,PLANT-DE-S,Europe,66,2700.82,178254.12,"{""description"":""High-quality raw materials for industrial manufacturing."",""supplier"":""BASF SE"",""supplier_country"":""DE""}",High-quality raw materials for industrial manufacturing.,BASF SE,DE
2025-01-13,ORD-2025-08657-XF,Indirect,"MRO (Maintenance, Repair, Operations)",Tool rental,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,11,1450.43,15954.73,"{""description"":""Comprehensive maintenance, repair, and operations supplies for industrial plants."",""supplier"":""Viet Nam MRO Supplies Co., Ltd."",""supplier_country"":""VN""}","Comprehensive maintenance, repair, and operations supplies for industrial plants.","Viet Nam MRO Supplies Co., Ltd.",VN
2024-02-15,ORD-2024-07844-OZ,Indirect,Office Supplies,Notebook,CC-800-Admin,Germany-North,PLANT-DE-N,Europe,20,4411.31,88226.2,"{""description"":""Premium office supplies and stationery for professional use."",""supplier"":""Staples Deutschland GmbH"",""supplier_country"":""DE""}",Premium office supplies and stationery for professional use.,Staples Deutschland GmbH,DE
2024-11-24,ORD-2024-07335-TM,Non-Procureable,Miscellaneous Expenses,Small write-off,CC-800-Admin,US-East Plant,PLANT-US-E,North America,1,371844.05,371844.05,"{""description"":""Miscellaneous office supplies and small equipment"",""supplier"":""Staples Inc."",""supplier_country"":""US""}",Miscellaneous office supplies and small equipment,Staples Inc.,US
2025-07-26,ORD-2025-06086-LZ,Direct,Fasteners,Threaded rod,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,14,1227.92,17190.88,"{""description"":null,""supplier"":""Viet Nam Fasteners Co., Ltd."",""supplier_country"":""VN,""}",null,"Viet Nam Fasteners Co., Ltd.","VN,"
2024-10-03,ORD-2024-09923-ZZ,Direct,Raw Materials,Aluminum ingot,CC-100-Production,US-East Plant,PLANT-US-E,North America,53,4693.1,248734.3,"{""description"":""High-quality bulk raw materials for industrial manufacturing"",""supplier"":""Cargill"",""supplier_country"":""US""}",High-quality bulk raw materials for industrial manufacturing,Cargill,US
2024-03-19,ORD-2024-01965-KC,Indirect,Training & HR,Leadership training,CC-600-HR,US-West Plant,PLANT-US-W,North America,26,2659.68,69151.68,"{""description"":""Comprehensive corporate training and HR development solutions."",""supplier"":""Skillsoft"",""supplier_country"":""US""}",Comprehensive corporate training and HR development solutions.,Skillsoft,US
2024-05-15,ORD-2024-02613-QD,Indirect,Training & HR,Forklift certification course,CC-600-HR,Vietnam Plant,PLANT-VN,Asia,36,4801.75,172863.0,"{""description"":""Professional training and HR consulting for plant operations"",""supplier"":""Vietnam HR Solutions Co., Ltd."",""supplier_country"":""VN""}",Professional training and HR consulting for plant operations,"Vietnam HR Solutions Co., Ltd.",VN
2025-12-08,ORD-2025-08943-HJ,Indirect,"MRO (Maintenance, Repair, Operations)",Air filter,CC-200-Maintenance,Germany-North,PLANT-DE-N,Europe,43,1033.76,44451.68,"{""description"":""High-quality industrial maintenance tools and spare parts."",""supplier"":""Würth"",""supplier_country"":""DE""}",High-quality industrial maintenance tools and spare parts.,Würth,DE
2024-11-02,ORD-2024-09882-MI,Direct,Castings & Forgings,Tower flange,CC-100-Production,Brazil Plant,PLANT-BR,South America,98,1313.24,128697.52,null,null,null,null
2025-04-01,ORD-2025-02276-FU,Direct,Fasteners,High-tensile bolt,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,48,1031.92,49532.16,"{""description"":""High-strength steel bolts and nuts for industrial applications."",""supplier"":""Viet Nam Fasteners Co., Ltd."",""supplier_country"":""VN""}",High-strength steel bolts and nuts for industrial applications.,"Viet Nam Fasteners Co., Ltd.",VN
2024-04-14,ORD-2024-05402-HU,Non-Procureable,Finance Charges,Loan interest,CC-800-Admin,US-West Plant,PLANT-US-W,North America,1,50071.47,50071.47,"{""description"":""Finance charge services for corporate loans and credit facilities."",""supplier"":""Bank of America"",""supplier_country"":""US""}",Finance charge services for corporate loans and credit facilities.,Bank of America,US
2025-10-12,ORD-2025-08594-LU,Direct,Bearings & Seals,Oil seal,CC-100-Production,Brazil Plant,PLANT-BR,South America,78,2433.84,189839.52,"{""description"":null,""supplier"":""SKF Brazil"",""supplier_country"":""BR""}",null,SKF Brazil,BR
2025-01-29,ORD-2025-01782-ZF,Direct,Blades & Hub Parts,Blade shear web,CC-300-Engineering,Vietnam Plant,PLANT-VN,Asia,2,3387.35,6774.7,"{""description"":""High-performance blades and hub parts for industrial applications."",""supplier"":""VINMACH"",""supplier_country"":""VN""}",High-performance blades and hub parts for industrial applications.,VINMACH,VN
2025-01-23,ORD-2025-02991-QB,Indirect,Travel & Entertainment,Airfare,CC-800-Admin,US-East Plant,PLANT-US-E,North America,69,770.13,53138.97,"{""description"":""Comprehensive travel booking and expense management solutions."",""supplier"":""Expedia"",""supplier_country"":""US""}",Comprehensive travel booking and expense management solutions.,Expedia,US
2024-05-04,ORD-2024-08366-KC,Indirect,"MRO (Maintenance, Repair, Operations)",Cleaning solvent,CC-200-Maintenance,Germany-North,PLANT-DE-N,Europe,88,3239.03,285034.64,"{""description"":""High-quality maintenance, repair, and operations supplies for industrial plants."",""supplier"":""Würth GmbH"",""supplier_country"":""DE""}","High-quality maintenance, repair, and operations supplies for industrial plants.",Würth GmbH,DE
2024-04-10,ORD-2024-05644-MN,Direct,Hydraulic Systems,Hydraulic pump,CC-100-Production,Germany-North,PLANT-DE-N,Europe,43,4003.6,172154.8,"{""description"":""Advanced hydraulic system solutions for heavy machinery."",""supplier"":""Kohler GmbH"",""supplier_country"":""DE""}",Advanced hydraulic system solutions for heavy machinery.,Kohler GmbH,DE
2024-03-30,ORD-2024-09186-XN,Direct,Bearings & Seals,Deep groove ball bearing,CC-100-Production,Germany-South,PLANT-DE-S,Europe,31,1723.12,53416.72,"{""description"":""High-performance ball bearings and precision seals for industrial applications."",""supplier"":""SKF"",""supplier_country"":""SE""}",High-performance ball bearings and precision seals for industrial applications.,SKF,SE
2025-10-19,ORD-2025-03694-HV,Direct,Hydraulic Systems,Hydraulic cylinder,CC-100-Production,US-East Plant,PLANT-US-E,North America,50,4055.09,202754.5,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Parker Hannifin"",""supplier_country"":""US""}",High-performance hydraulic system components for industrial applications.,Parker Hannifin,US
2025-05-26,ORD-2025-01354-OW,Direct,Fasteners,Locknut,CC-100-Production,US-West Plant,PLANT-US-W,North America,26,416.94,10840.44,"{""description"":""High-quality fasteners for industrial applications."",""supplier"":""Fastenal"",""supplier_country"":""US""}",High-quality fasteners for industrial applications.,Fastenal,US
2025-04-04,ORD-2025-05332-FV,Indirect,Telecom & Connectivity,Mobile phone plan,CC-400-IT,US-East Plant,PLANT-US-E,North America,84,3568.06,299717.04,"{""description"":""High-speed fiber optic connectivity solutions for enterprise networks."",""supplier"":""Cisco Systems"",""supplier_country"":""US""}",High-speed fiber optic connectivity solutions for enterprise networks.,Cisco Systems,US
2025-05-25,ORD-2025-03560-YK,Direct,Bearings & Seals,Spherical roller bearing,CC-100-Production,US-West Plant,PLANT-US-W,North America,10,1271.6,12716.0,"{""description"":""High-performance ball bearings and sealing solutions for industrial applications."",""supplier"":""SKF America"",""supplier_country"":""US""}",High-performance ball bearings and sealing solutions for industrial applications.,SKF America,US
2024-06-03,ORD-2024-07630-QW,Indirect,Facilities & Utilities,Water & sewage,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,99,850.82,84231.18,"{""description"":""Comprehensive facility management and utility services for industrial plants."",""supplier"":""Vietnam Electricity Corporation"",""supplier_country"":""VN""}",Comprehensive facility management and utility services for industrial plants.,Vietnam Electricity Corporation,VN
2024-08-25,ORD-2024-00979-UQ,Direct,Electrical Assemblies,Control cabinet,CC-100-Production,Germany-North,PLANT-DE-N,Europe,57,1671.04,95249.28,"{""description"":""High-quality electrical assemblies for industrial automation and power distribution."",""supplier"":""Siemens AG"",""supplier_country"":""DE""}",High-quality electrical assemblies for industrial automation and power distribution.,Siemens AG,DE
2024-11-08,ORD-2024-05317-AR,Indirect,Logistics & Freight,Local courier,CC-700-Logistics,US-East Plant,PLANT-US-E,North America,64,1543.25,98768.0,"{""description"":""Fast and reliable freight and logistics services across North America."",""supplier"":""FedEx"",""supplier_country"":""US""}",Fast and reliable freight and logistics services across North America.,FedEx,US
2025-10-23,ORD-2025-04059-BO,Indirect,Logistics & Freight,Local courier,CC-700-Logistics,Vietnam Plant,PLANT-VN,Asia,46,3804.67,175014.82,"{""description"":""Efficient freight forwarding and logistics solutions across Vietnam and Southeast Asia."",""supplier"":""Viet Nam Shipping Co., Ltd."",""supplier_country"":""VNM""}",Efficient freight forwarding and logistics solutions across Vietnam and Southeast Asia.,"Viet Nam Shipping Co., Ltd.",VNM
2025-05-09,ORD-2025-04134-UL,Indirect,Facilities & Utilities,Facility landscaping,CC-200-Maintenance,Germany-North,PLANT-DE-N,Europe,12,2010.42,24125.04,"{""description"":""Comprehensive energy and utility services for industrial facilities."",""supplier"":""RWE AG"",""supplier_country"":""DE""}",Comprehensive energy and utility services for industrial facilities.,RWE AG,DE
2024-11-30,ORD-2024-03218-PT,Indirect,Events & Conferences,Event catering,CC-500-Sales,Germany-North,PLANT-DE-N,Europe,94,1274.25,119779.5,"{""description"":""Organizes large-scale conferences and events across Europe."",""supplier"":""Eventim GmbH"",""supplier_country"":""DE""}",Organizes large-scale conferences and events across Europe.,Eventim GmbH,DE
2025-01-22,ORD-2025-07998-XO,Direct,Components,Gearmotor,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,73,4218.54,307953.42,"{""description"":""High-quality electronic components for industrial automation"",""supplier"":""Viet Nam Electronics Corporation"",""supplier_country"":""VN""}",High-quality electronic components for industrial automation,Viet Nam Electronics Corporation,VN
2024-12-29,ORD-2024-04883-ZV,Non-Procureable,Finance Charges,Loan interest,CC-800-Admin,US-East Plant,PLANT-US-E,North America,1,250631.3,250631.3,"{""description"":""Finance charge management and billing services for industrial plants."",""supplier"":""Bank of America"",""supplier_country"":""US""}",Finance charge management and billing services for industrial plants.,Bank of America,US
2025-07-28,ORD-2025-08039-LN,Indirect,Travel & Entertainment,Taxi/ride share,CC-800-Admin,US-East Plant,PLANT-US-E,North America,78,68.32,5328.96,"{""description"":""Online travel booking and itinerary management services."",""supplier"":""Expedia"",""supplier_country"":""US""}",Online travel booking and itinerary management services.,Expedia,US
2025-12-16,ORD-2025-06202-EQ,Direct,Raw Materials,Epoxy resin,CC-100-Production,Brazil Plant,PLANT-BR,South America,81,1934.91,156727.71,"{""description"":""High-quality iron ore for steel production"",""supplier"":""Vale S.A."",""supplier_country"":""BR""}",High-quality iron ore for steel production,Vale S.A.,BR
2024-07-03,ORD-2024-01365-MP,Direct,Electrical Assemblies,Control cabinet,CC-100-Production,US-West Plant,PLANT-US-W,North America,37,3355.31,124146.47,"{""description"":""High-quality electrical assemblies for industrial automation"",""supplier"":""Jabil"",""supplier_country"":""US""}",High-quality electrical assemblies for industrial automation,Jabil,US
2025-11-22,ORD-2025-02102-IT,Direct,Packaging Materials,Export crate,CC-700-Logistics,Brazil Plant,PLANT-BR,South America,56,1299.65,72780.4,"{""description"":""High-quality recyclable packaging solutions for industrial use"",""supplier"":""Papelaria Brasil"",""supplier_country"":""BR""}",High-quality recyclable packaging solutions for industrial use,Papelaria Brasil,BR
2024-10-02,ORD-2024-06533-HM,Direct,Castings & Forgings,Housing casting,CC-100-Production,US-East Plant,PLANT-US-E,North America,67,4381.05,293530.35,"{""description"":null,""supplier"":""Alcoa"",""supplier_country"":""US,""}",null,Alcoa,"US,"
2025-04-29,ORD-2025-05150-CO,Direct,Castings & Forgings,Housing casting,CC-100-Production,Brazil Plant,PLANT-BR,South America,72,3918.17,282108.24,"{""description"":""High-quality castings and forgings for automotive and industrial use"",""supplier"":""Fundição e Forjados do Brasil S.A."",""supplier_country"":""BR""}",High-quality castings and forgings for automotive and industrial use,Fundição e Forjados do Brasil S.A.,BR
2025-07-26,ORD-2025-04809-RA,Indirect,Professional Services,Engineering consulting,CC-900-Projects,US-West Plant,PLANT-US-W,North America,88,2302.75,202642.0,"{""description"":""Consulting and technology services for enterprise transformation."",""supplier"":""Accenture"",""supplier_country"":""US""}",Consulting and technology services for enterprise transformation.,Accenture,US
2024-10-14,ORD-2024-07228-YQ,Indirect,Marketing & Advertising,Digital ad spend,CC-500-Sales,US-East Plant,PLANT-US-E,North America,82,2289.04,187701.28,"{""description"":""Creative advertising, media buying, and digital strategy"",""supplier"":""WPP Inc."",""supplier_country"":""US""}","Creative advertising, media buying, and digital strategy",WPP Inc.,US
2025-11-24,ORD-2025-03801-AA,Direct,Bearings & Seals,Oil seal,CC-100-Production,Brazil Plant,PLANT-BR,South America,57,895.28,51030.96,"{""description"":""High-performance industrial bearings and seals for automotive and manufacturing applications."",""supplier"":""SKF Brazil"",""supplier_country"":""BR""}",High-performance industrial bearings and seals for automotive and manufacturing applications.,SKF Brazil,BR
2025-07-05,ORD-2025-03107-NP,Indirect,Events & Conferences,Conference registration,CC-500-Sales,Vietnam Plant,PLANT-VN,Asia,23,92.28,2122.44,"{""description"":""Comprehensive event planning and conference solutions"",""supplier"":""Vietnam Event Management Co., Ltd."",""supplier_country"":""VN""}",Comprehensive event planning and conference solutions,"Vietnam Event Management Co., Ltd.",VN
2024-07-31,ORD-2024-05457-NX,Indirect,Marketing & Advertising,Promotional items,CC-500-Sales,US-West Plant,PLANT-US-W,North America,22,3912.54,86075.88,"{""description"":""Full-service digital marketing and creative advertising solutions."",""supplier"":""Ogilvy"",""supplier_country"":""US""}",Full-service digital marketing and creative advertising solutions.,Ogilvy,US
2025-06-18,ORD-2025-04344-UU,Indirect,"MRO (Maintenance, Repair, Operations)",Cleaning solvent,CC-200-Maintenance,US-West Plant,PLANT-US-W,North America,9,707.94,6371.46,"{""description"":""High-quality industrial maintenance supplies and tools for plant operations."",""supplier"":""Grainger"",""supplier_country"":""US""}",High-quality industrial maintenance supplies and tools for plant operations.,Grainger,US
2024-11-14,ORD-2024-04388-II,Direct,Hydraulic Systems,Hydraulic pump,CC-100-Production,Brazil Plant,PLANT-BR,South America,49,1910.93,93635.57,"{""description"":""High-performance hydraulic pumps and valves for industrial applications."",""supplier"":""Sogefi"",""supplier_country"":""BR""}",High-performance hydraulic pumps and valves for industrial applications.,Sogefi,BR
2024-08-01,ORD-2024-09623-VR,Indirect,"MRO (Maintenance, Repair, Operations)",Air filter,CC-200-Maintenance,Germany-North,PLANT-DE-N,Europe,12,1081.19,12974.28,"{""description"":""High-quality industrial maintenance tools and spare parts."",""supplier"":""Würth"",""supplier_country"":""DE""}",High-quality industrial maintenance tools and spare parts.,Würth,DE
2025-12-04,ORD-2025-03455-TM,Direct,Sub-Assemblies,Blade assembly,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,75,2360.47,177035.25,"{""description"":""High-quality sub-assemblies for automotive and electronics manufacturing."",""supplier"":""Viet Nam Sub-Assemblies Co., Ltd."",""supplier_country"":""VN""}",High-quality sub-assemblies for automotive and electronics manufacturing.,"Viet Nam Sub-Assemblies Co., Ltd.",VN
2024-06-06,ORD-2024-03890-PB,Direct,Components,Gearmotor,CC-100-Production,Brazil Plant,PLANT-BR,South America,57,600.39,34222.23,"{""description"":""High-quality electronic components for industrial automation."",""supplier"":""TE Connectivity Brazil"",""supplier_country"":""BR""}",High-quality electronic components for industrial automation.,TE Connectivity Brazil,BR
2025-07-21,ORD-2025-02531-SS,Direct,Fasteners,Threaded rod,CC-100-Production,US-West Plant,PLANT-US-W,North America,9,2177.91,19601.19,"{""description"":""High-quality steel fasteners for industrial applications."",""supplier"":""Fastenal"",""supplier_country"":""US""}",High-quality steel fasteners for industrial applications.,Fastenal,US
2024-05-12,ORD-2024-07779-FN,Indirect,Temporary Labor / Contracting,Site labor hire,CC-200-Maintenance,Germany-South,PLANT-DE-S,Europe,48,2030.6,97468.8,"{""description"":null,""supplier"":""Randstad Germany"",""supplier_country"":""DE,""}",null,Randstad Germany,"DE,"
2025-11-09,ORD-2025-00135-YE,Indirect,Events & Conferences,Event catering,CC-500-Sales,US-East Plant,PLANT-US-E,North America,42,2183.22,91695.24,"{""description"":""Professional event planning and conference management services."",""supplier"":""Cvent"",""supplier_country"":""US""}",Professional event planning and conference management services.,Cvent,US
2025-04-16,ORD-2025-02415-FU,Indirect,Marketing & Advertising,Digital ad spend,CC-500-Sales,US-West Plant,PLANT-US-W,North America,55,3002.38,165130.9,"{""description"":""Full-service digital marketing and creative advertising solutions."",""supplier"":""WPP Inc."",""supplier_country"":""US""}",Full-service digital marketing and creative advertising solutions.,WPP Inc.,US
2024-08-12,ORD-2024-07917-ZV,Indirect,Travel & Entertainment,Airfare,CC-800-Admin,US-West Plant,PLANT-US-W,North America,40,4272.66,170906.4,"{""description"":""Comprehensive travel booking and itinerary management."",""supplier"":""Expedia"",""supplier_country"":""US""}",Comprehensive travel booking and itinerary management.,Expedia,US
2025-05-24,ORD-2025-09696-AA,Indirect,Training & HR,Safety workshop,CC-600-HR,Vietnam Plant,PLANT-VN,Asia,69,2770.66,191175.54,"{""description"":""Comprehensive employee training and development solutions for manufacturing workforce."",""supplier"":""Viet Nam Training & Development Co., Ltd."",""supplier_country"":""VN""}",Comprehensive employee training and development solutions for manufacturing workforce.,"Viet Nam Training & Development Co., Ltd.",VN
2025-05-30,ORD-2025-06039-RJ,Direct,Packaging Materials,Export crate,CC-700-Logistics,Germany-North,PLANT-DE-N,Europe,72,1869.76,134622.72,"{""description"":""High-quality recyclable paper packaging solutions for food and beverage industries."",""supplier"":""Stora Enso"",""supplier_country"":""DE""}",High-quality recyclable paper packaging solutions for food and beverage industries.,Stora Enso,DE
2025-07-18,ORD-2025-04671-OH,Indirect,Training & HR,Forklift certification course,CC-600-HR,US-West Plant,PLANT-US-W,North America,86,326.13,28047.18,"{""description"":""Professional HR training and compliance workshops"",""supplier"":""Skillsoft"",""supplier_country"":""US""}",Professional HR training and compliance workshops,Skillsoft,US
2025-11-19,ORD-2025-06896-CH,Direct,Castings & Forgings,Gear blank,CC-100-Production,US-West Plant,PLANT-US-W,North America,20,1673.33,33466.6,"{""description"":""Precision aluminum castings for aerospace and automotive applications."",""supplier"":""Alcoa"",""supplier_country"":""US""}",Precision aluminum castings for aerospace and automotive applications.,Alcoa,US
2025-06-19,ORD-2025-02978-LN,Indirect,Telecom & Connectivity,Mobile phone plan,CC-400-IT,Germany-North,PLANT-DE-N,Europe,65,2965.13,192733.45,"{""description"":""High-speed fiber connectivity solutions for enterprise networks."",""supplier"":""Deutsche Telekom AG"",""supplier_country"":""DE""}",High-speed fiber connectivity solutions for enterprise networks.,Deutsche Telekom AG,DE
2024-08-13,ORD-2024-05763-BW,Indirect,IT & Software,Engineering workstation,CC-400-IT,Brazil Plant,PLANT-BR,South America,53,4730.2,250700.6,"{""description"":""Enterprise resource planning and business software solutions."",""supplier"":""TOTVS"",""supplier_country"":""BR""}",Enterprise resource planning and business software solutions.,TOTVS,BR
2025-11-02,ORD-2025-02762-KN,Indirect,Travel & Entertainment,Hotel,CC-800-Admin,Brazil Plant,PLANT-BR,South America,68,893.0,60724.0,"{""description"":""Corporate travel booking and event management services"",""supplier"":""LATAM Airlines"",""supplier_country"":""BR""}",Corporate travel booking and event management services,LATAM Airlines,BR
2025-07-15,ORD-2025-07965-CL,Direct,Packaging Materials,Export crate,CC-700-Logistics,US-East Plant,PLANT-US-E,North America,46,797.23,36672.58,"{""description"":""High-quality corrugated boxes and protective packaging solutions for shipping and storage."",""supplier"":""Uline"",""supplier_country"":""US""}",High-quality corrugated boxes and protective packaging solutions for shipping and storage.,Uline,US
2025-02-26,ORD-2025-00630-WI,Direct,Hydraulic Systems,Hydraulic cylinder,CC-100-Production,US-West Plant,PLANT-US-W,North America,89,3777.4,336188.6,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Parker Hannifin"",""supplier_country"":""US""}",High-performance hydraulic system components for industrial applications.,Parker Hannifin,US
2025-12-07,ORD-2025-08910-PU,Direct,Castings & Forgings,Housing casting,CC-100-Production,Germany-North,PLANT-DE-N,Europe,49,3062.99,150086.51,"{""description"":""High-quality castings and forgings for automotive and industrial applications."",""supplier"":""KraussMaffei AG"",""supplier_country"":""DE""}",High-quality castings and forgings for automotive and industrial applications.,KraussMaffei AG,DE
2024-02-20,ORD-2024-05983-LY,Direct,Bearings & Seals,Oil seal,CC-100-Production,Germany-South,PLANT-DE-S,Europe,20,2046.6,40932.0,"{""description"":""High-performance industrial bearings and seals"",""supplier"":""Kollmorgen GmbH"",""supplier_country"":""DE""}",High-performance industrial bearings and seals,Kollmorgen GmbH,DE
2025-09-23,ORD-2025-06648-OW,Direct,Components,Industrial fan,CC-100-Production,Brazil Plant,PLANT-BR,South America,72,735.87,52982.64,"{""description"":""High-quality electronic components for industrial automation."",""supplier"":""TE Connectivity Brazil"",""supplier_country"":""BR""}",High-quality electronic components for industrial automation.,TE Connectivity Brazil,BR
2025-11-08,ORD-2025-07367-WM,Indirect,Facilities & Utilities,Water & sewage,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,9,20.94,188.46,"{""description"":""Comprehensive facility management and utility services for industrial plants."",""supplier"":""Vietnam Electricity Corporation"",""supplier_country"":""VN""}",Comprehensive facility management and utility services for industrial plants.,Vietnam Electricity Corporation,VN
2025-02-10,ORD-2025-05264-NJ,Indirect,Professional Services,Legal advice,CC-900-Projects,Germany-North,PLANT-DE-N,Europe,51,4116.33,209932.83,"{""description"":""Professional consulting and advisory services for business process optimization"",""supplier"":""Deloitte Germany"",""supplier_country"":""DE""}",Professional consulting and advisory services for business process optimization,Deloitte Germany,DE
2024-01-21,ORD-2024-04491-RS,Direct,Hydraulic Systems,Hydraulic pump,CC-100-Production,Germany-North,PLANT-DE-N,Europe,61,4365.5,266295.5,"{""description"":""Advanced hydraulic system solutions for heavy machinery."",""supplier"":""Kohler GmbH"",""supplier_country"":""DE""}",Advanced hydraulic system solutions for heavy machinery.,Kohler GmbH,DE
2025-11-05,ORD-2025-02959-XK,Direct,Packaging Materials,Wooden pallet,CC-700-Logistics,Brazil Plant,PLANT-BR,South America,64,2226.46,142493.44,"{""description"":""High-quality recyclable packaging materials for food and beverage industries."",""supplier"":""Amcor Brazil"",""supplier_country"":""BR""}",High-quality recyclable packaging materials for food and beverage industries.,Amcor Brazil,BR
2024-04-08,ORD-2024-02036-UL,Indirect,Travel & Entertainment,Taxi/ride share,CC-800-Admin,Germany-South,PLANT-DE-S,Europe,72,1383.02,99577.44,"{""description"":""Premium corporate travel and event management services"",""supplier"":""TUI AG"",""supplier_country"":""DE""}",Premium corporate travel and event management services,TUI AG,DE
2025-07-05,ORD-2025-05891-OA,Direct,Components,Relay module,CC-100-Production,Germany-North,PLANT-DE-N,Europe,2,4318.86,8637.72,"{""description"":""High-performance electronic components for automotive applications."",""supplier"":""Bosch"",""supplier_country"":""DE""}",High-performance electronic components for automotive applications.,Bosch,DE
2025-02-08,ORD-2025-02935-JL,Indirect,Marketing & Advertising,Digital ad spend,CC-500-Sales,Germany-North,PLANT-DE-N,Europe,48,1593.16,76471.68,"{""description"":""Creative marketing and advertising solutions for diverse industries."",""supplier"":""DDB Germany"",""supplier_country"":""DE""}",Creative marketing and advertising solutions for diverse industries.,DDB Germany,DE
2025-02-09,ORD-2025-09738-QQ,Direct,Components,Relay module,CC-100-Production,Germany-North,PLANT-DE-N,Europe,59,79.33,4680.47,"{""description"":""High-performance electronic components for automotive applications."",""supplier"":""Bosch"",""supplier_country"":""DE""}",High-performance electronic components for automotive applications.,Bosch,DE
2025-04-14,ORD-2025-04354-YZ,Indirect,Events & Conferences,Sponsorship fee,CC-500-Sales,Germany-North,PLANT-DE-N,Europe,82,391.54,32106.28,"{""description"":""Full-service event management for conferences, trade shows, and corporate events."",""supplier"":""Eventim GmbH"",""supplier_country"":""DE""}","Full-service event management for conferences, trade shows, and corporate events.",Eventim GmbH,DE
2025-06-19,ORD-2025-00205-PK,Direct,Components,Gearmotor,CC-100-Production,Germany-North,PLANT-DE-N,Europe,91,226.57,20617.87,"{""description"":""High-performance electronic components for automotive applications."",""supplier"":""Bosch"",""supplier_country"":""DE""}",High-performance electronic components for automotive applications.,Bosch,DE
2024-07-29,ORD-2024-02577-VZ,Indirect,Safety & PPE,Nitrile gloves,CC-200-Maintenance,Brazil Plant,PLANT-BR,South America,43,1112.61,47842.23,"{""description"":""High-quality protective gear for industrial safety."",""supplier"":""3M Brazil"",""supplier_country"":""BR""}",High-quality protective gear for industrial safety.,3M Brazil,BR
2025-11-08,ORD-2025-06743-WC,Direct,Components,Relay module,CC-100-Production,US-East Plant,PLANT-US-E,North America,84,4701.69,394941.96,"{""description"":""High-performance semiconductor components for industrial applications"",""supplier"":""Texas Instruments"",""supplier_country"":""US""}",High-performance semiconductor components for industrial applications,Texas Instruments,US
